"";"MSE Médio - Treinamento";"Desvio Padrão - Treinamento";"MSE Médio - Teste";"Desvio Padrão - Teste"
"5";0,828195440769196;0,107149426610322;0,0711603073571949;0,0120298141358737
"10";0,647234666347504;0,0871982704249466;0,0724070666094761;0,0122697820448254
"20";0,448074626922607;0,104816920332823;0,0653393367092552;0,00612908640812183
"40";0,29732571542263;0,0519666244603081;0,0677830801480207;0,00650487765044368
