"";"MSE Médio - Treinamento";"Desvio Padrão - Treinamento";"MSE Médio - Teste";"Desvio Padrão - Teste"
"5";1,8;1,09544511501033;0,555555555555556;0
"10";2;0,707106781186548;0,555555555555556;0
"20";2,8;0,836660026534076;0,555555555555556;0
"40";1,00000000000001;0,707106781186528;0,555555555555556;0
